"PROVINCE","DateName","tempC","Year"
"Cold Temperate Northwest Pacific","1950.06.16",8.9230377755753,1950
"East Central Australian Shelf","1950.06.16",20.907488377889,1950
"Lusitanian","1950.06.16",19.4332176214897,1950
"Northern European Seas","1950.06.16",10.9120879866042,1950
"Northern New Zealand","1950.06.16",18.675665634019,1950
"Southeast Australian Shelf","1950.06.16",14.1534350987138,1950
"Southwest Australian Shelf","1950.06.16",17.2191186850926,1950
"Warm Temperate Northeast Pacific","1950.06.16",18.798047038225,1950
"Warm Temperate Southeastern Pacific","1950.06.16",17.1076423471624,1950
"West Central Australian Shelf","1950.06.16",21.5520236424037,1950
"Agulhas","1950.07.16",18.5283996242366,1950
"Arctic","1950.07.16",0.773986592640001,1950
"Benguela","1950.07.16",16.3874246298549,1950
"Cold Temperate Northeast Pacific","1950.07.16",10.7219236385255,1950
"Cold Temperate Northwest Atlantic","1950.07.16",16.465002982171,1950
"Cold Temperate Northwest Pacific","1950.07.16",13.012536486126,1950
"East Central Australian Shelf","1950.07.16",20.0931654188368,1950
"Lusitanian","1950.07.16",21.2537988880337,1950
"Northern European Seas","1950.07.16",13.1686551876788,1950
"Northern New Zealand","1950.07.16",17.9142103535788,1950
"Southeast Australian Shelf","1950.07.16",13.4439195600049,1950
"Southwest Australian Shelf","1950.07.16",15.8582521744494,1950
"Warm Temperate Northeast Pacific","1950.07.16",21.1572863322038,1950
"Warm Temperate Southeastern Pacific","1950.07.16",15.6940099790499,1950
"West Central Australian Shelf","1950.07.16",21.1102112361363,1950
"Agulhas","1950.08.16",18.4698016414904,1950
"Arctic","1950.08.16",1.60222898717422,1950
"Benguela","1950.08.16",15.9270102259624,1950
"Cold Temperate Northeast Pacific","1950.08.16",12.3273345969972,1950
"Cold Temperate Northwest Atlantic","1950.08.16",18.7216877780118,1950
"Cold Temperate Northwest Pacific","1950.08.16",16.169255525282,1950
"East Central Australian Shelf","1950.08.16",19.9578584035238,1950
"Lusitanian","1950.08.16",22.2940735400923,1950
"Northern European Seas","1950.08.16",14.1838154810779,1950
"Northern New Zealand","1950.08.16",16.8430678248405,1950
"Southeast Australian Shelf","1950.08.16",13.064378705518,1950
"Southwest Australian Shelf","1950.08.16",15.4775722971502,1950
"Warm Temperate Northeast Pacific","1950.08.16",23.0018916313465,1950
"Warm Temperate Southeastern Pacific","1950.08.16",15.3710372231223,1950
"West Central Australian Shelf","1950.08.16",20.431568636213,1950
"Agulhas","1950.09.16",18.5650517189339,1950
"Arctic","1950.09.16",1.78579814368356,1950
"Benguela","1950.09.16",15.7705133851752,1950
"Cold Temperate Northeast Pacific","1950.09.16",11.918843512308,1950
"Cold Temperate Northwest Atlantic","1950.09.16",16.7747605082753,1950
"Cold Temperate Northwest Pacific","1950.09.16",14.6308300413497,1950
"East Central Australian Shelf","1950.09.16",20.1172570970323,1950
"Lusitanian","1950.09.16",21.9993478915835,1950
"Northern European Seas","1950.09.16",12.4773931215394,1950
"Northern New Zealand","1950.09.16",17.1291182807514,1950
"Southeast Australian Shelf","1950.09.16",12.8710835637717,1950
"Southwest Australian Shelf","1950.09.16",15.1760753865512,1950
"Warm Temperate Northeast Pacific","1950.09.16",22.8421294138982,1950
"Warm Temperate Southeastern Pacific","1950.09.16",14.9848005988381,1950
"West Central Australian Shelf","1950.09.16",20.2537732260568,1950
"Agulhas","1950.10.16",18.8752427558376,1950
"Arctic","1950.10.16",0.621032013554099,1950
"Benguela","1950.10.16",16.3605905096215,1950
"Cold Temperate Northeast Pacific","1950.10.16",9.82209621270498,1950
"Cold Temperate Northwest Atlantic","1950.10.16",13.845099745216,1950
"Cold Temperate Northwest Pacific","1950.10.16",11.0112677045064,1950
"East Central Australian Shelf","1950.10.16",21.0584265391032,1950
"Lusitanian","1950.10.16",20.8962728641177,1950
"Northern European Seas","1950.10.16",10.6034957939724,1950
"Northern New Zealand","1950.10.16",17.9690569213458,1950
"Southeast Australian Shelf","1950.10.16",13.1579260086191,1950
"Southwest Australian Shelf","1950.10.16",15.1525778140662,1950
"Warm Temperate Northeast Pacific","1950.10.16",22.4331650183751,1950
"Warm Temperate Southeastern Pacific","1950.10.16",15.4616770001201,1950
"West Central Australian Shelf","1950.10.16",20.3198183332171,1950
"Agulhas","1950.11.16",19.4684364109823,1950
"Arctic","1950.11.16",-0.327269778410549,1950
"Benguela","1950.11.16",17.6156946779734,1950
"Cold Temperate Northeast Pacific","1950.11.16",8.10774507068452,1950
"Cold Temperate Northwest Atlantic","1950.11.16",11.3081161373264,1950
"Cold Temperate Northwest Pacific","1950.11.16",7.7903306537295,1950
"East Central Australian Shelf","1950.11.16",21.9219548543294,1950
"Lusitanian","1950.11.16",19.3426730808796,1950
"Northern European Seas","1950.11.16",8.80301533914962,1950
"Northern New Zealand","1950.11.16",19.2353492038591,1950
"Southeast Australian Shelf","1950.11.16",14.1514606393617,1950
"Southwest Australian Shelf","1950.11.16",16.221335384081,1950
"Warm Temperate Northeast Pacific","1950.11.16",21.260106416849,1950
"Warm Temperate Southeastern Pacific","1950.11.16",16.0294593897733,1950
"West Central Australian Shelf","1950.11.16",20.6702238900321,1950
"Agulhas","1950.12.16",21.0860767887063,1950
"Arctic","1950.12.16",-0.774238908296759,1950
"Benguela","1950.12.16",18.3657284472362,1950
"Cold Temperate Northeast Pacific","1950.12.16",7.05518623476937,1950
"Cold Temperate Northwest Atlantic","1950.12.16",8.96220415699613,1950
"Cold Temperate Northwest Pacific","1950.12.16",5.05293764625612,1950
"East Central Australian Shelf","1950.12.16",23.2672439999051,1950
"Lusitanian","1950.12.16",17.8716240761264,1950
"Northern European Seas","1950.12.16",7.51505801947612,1950
"Northern New Zealand","1950.12.16",20.6231903859547,1950
"Southeast Australian Shelf","1950.12.16",15.6395467560867,1950
"Southwest Australian Shelf","1950.12.16",17.8351857527247,1950
"Warm Temperate Northeast Pacific","1950.12.16",19.945340019006,1950
"Warm Temperate Southeastern Pacific","1950.12.16",17.7565929920642,1950
"West Central Australian Shelf","1950.12.16",21.2370497567313,1950
"Agulhas","1951.01.16",21.6829001805554,1951
"Arctic","1951.01.16",-1.02732281401996,1951
"Benguela","1951.01.16",19.1551930760763,1951
"Cold Temperate Northeast Pacific","1951.01.16",5.63545754580271,1951
"Cold Temperate Northwest Atlantic","1951.01.16",6.40711686915749,1951
"Cold Temperate Northwest Pacific","1951.01.16",3.30213770149148,1951
"East Central Australian Shelf","1951.01.16",24.602285639445,1951
"Lusitanian","1951.01.16",16.5621562964164,1951
"Northern European Seas","1951.01.16",6.44760020364006,1951
"Northern New Zealand","1951.01.16",21.9416191918509,1951
"Southeast Australian Shelf","1951.01.16",16.7985078055283,1951
"Southwest Australian Shelf","1951.01.16",18.5909862158433,1951
"Warm Temperate Northeast Pacific","1951.01.16",17.8362974295249,1951
"Warm Temperate Southeastern Pacific","1951.01.16",20.0397709004291,1951
"West Central Australian Shelf","1951.01.16",22.2300670078823,1951
"Agulhas","1951.02.15",22.1449075986261,1951
"Arctic","1951.02.15",-1.12407826755612,1951
"Benguela","1951.02.15",20.1709889331496,1951
"Cold Temperate Northeast Pacific","1951.02.15",5.41156765392848,1951
"Cold Temperate Northwest Atlantic","1951.02.15",5.35129381667127,1951
"Cold Temperate Northwest Pacific","1951.02.15",2.87100570407443,1951
"East Central Australian Shelf","1951.02.15",24.5640179951986,1951
"Lusitanian","1951.02.15",15.9134642677819,1951
"Northern European Seas","1951.02.15",6.30766098421664,1951
"Northern New Zealand","1951.02.15",22.0534315109253,1951
"Southeast Australian Shelf","1951.02.15",17.0706666338033,1951
"Southwest Australian Shelf","1951.02.15",19.3539192091744,1951
"Warm Temperate Northeast Pacific","1951.02.15",17.5430328020683,1951
"Warm Temperate Southeastern Pacific","1951.02.15",20.570050679244,1951
"West Central Australian Shelf","1951.02.15",22.9371464865548,1951
"Agulhas","1951.03.16",21.9811808703697,1951
"Arctic","1951.03.16",-1.16245840248949,1951
"Benguela","1951.03.16",19.6885396428855,1951
"Cold Temperate Northeast Pacific","1951.03.16",4.99151514087405,1951
"Cold Temperate Northwest Atlantic","1951.03.16",5.54991541180637,1951
"Cold Temperate Northwest Pacific","1951.03.16",2.66183660515306,1951
"East Central Australian Shelf","1951.03.16",24.4270039876302,1951
"Lusitanian","1951.03.16",15.9587256220363,1951
"Northern European Seas","1951.03.16",5.79900668094743,1951
"Northern New Zealand","1951.03.16",22.2735994543348,1951
"Southeast Australian Shelf","1951.03.16",17.2646265440974,1951
"Southwest Australian Shelf","1951.03.16",19.0706709915737,1951
"Warm Temperate Northeast Pacific","1951.03.16",17.1751138613774,1951
"Warm Temperate Southeastern Pacific","1951.03.16",20.4520261690214,1951
"West Central Australian Shelf","1951.03.16",22.8562641143799,1951
"Agulhas","1951.04.16",20.7667901809901,1951
"Arctic","1951.04.16",-1.13699337829422,1951
"Benguela","1951.04.16",19.5964812083417,1951
"Cold Temperate Northeast Pacific","1951.04.16",5.529844947656,1951
"Cold Temperate Northwest Atlantic","1951.04.16",6.71631110598753,1951
"Cold Temperate Northwest Pacific","1951.04.16",3.46663393190419,1951
"East Central Australian Shelf","1951.04.16",23.7865756140815,1951
"Lusitanian","1951.04.16",16.5837328449992,1951
"Northern European Seas","1951.04.16",6.09066884630131,1951
"Northern New Zealand","1951.04.16",21.0973370926721,1951
"Southeast Australian Shelf","1951.04.16",15.8326131968663,1951
"Southwest Australian Shelf","1951.04.16",18.2464512878994,1951
"Warm Temperate Northeast Pacific","1951.04.16",17.5667068774884,1951
"Warm Temperate Southeastern Pacific","1951.04.16",19.4609022078576,1951
"West Central Australian Shelf","1951.04.16",22.3050067356655,1951
"Agulhas","1951.05.16",20.1243987932597,1951
"Arctic","1951.05.16",-0.995304582110699,1951
"Benguela","1951.05.16",18.7358684195093,1951
"Cold Temperate Northeast Pacific","1951.05.16",7.00321661631266,1951
"Cold Temperate Northwest Atlantic","1951.05.16",9.38869384618906,1951
"Cold Temperate Northwest Pacific","1951.05.16",5.46575836745435,1951
"East Central Australian Shelf","1951.05.16",22.1195430755615,1951
"Lusitanian","1951.05.16",17.4754945767806,1951
"Northern European Seas","1951.05.16",7.68752780050602,1951
"Northern New Zealand","1951.05.16",19.2467827796936,1951
"Southeast Australian Shelf","1951.05.16",14.4163372516632,1951
"Southwest Australian Shelf","1951.05.16",17.4176244735718,1951
"Warm Temperate Northeast Pacific","1951.05.16",18.0156511343442,1951
"Warm Temperate Southeastern Pacific","1951.05.16",18.6185542763054,1951
"West Central Australian Shelf","1951.05.16",22.1741433279855,1951
"Agulhas","1951.06.16",19.2652200672724,1951
"Arctic","1951.06.16",-0.487842100747397,1951
"Benguela","1951.06.16",17.7695203459406,1951
"Cold Temperate Northeast Pacific","1951.06.16",8.83680218628475,1951
"Cold Temperate Northwest Atlantic","1951.06.16",13.4316475155589,1951
"Cold Temperate Northwest Pacific","1951.06.16",8.71980769299481,1951
"East Central Australian Shelf","1951.06.16",20.5412932078044,1951
"Lusitanian","1951.06.16",19.4215140886755,1951
"Northern European Seas","1951.06.16",10.2786580922469,1951
"Northern New Zealand","1951.06.16",18.0271421756063,1951
"Southeast Australian Shelf","1951.06.16",14.0464941139879,1951
"Southwest Australian Shelf","1951.06.16",16.3307372758973,1951
"Warm Temperate Northeast Pacific","1951.06.16",19.0697327026954,1951
"Warm Temperate Southeastern Pacific","1951.06.16",18.4298540338293,1951
"West Central Australian Shelf","1951.06.16",21.1216015951974,1951
"Agulhas","1951.07.16",18.2530748027645,1951
"Arctic","1951.07.16",0.830672378542336,1951
"Benguela","1951.07.16",16.918816715838,1951
"Cold Temperate Northeast Pacific","1951.07.16",11.3814360561825,1951
"Cold Temperate Northwest Atlantic","1951.07.16",17.9955157080849,1951
"Cold Temperate Northwest Pacific","1951.07.16",12.4727895949801,1951
"East Central Australian Shelf","1951.07.16",19.527827835083,1951
"Lusitanian","1951.07.16",21.4913089739396,1951
"Northern European Seas","1951.07.16",12.6208902197064,1951
"Northern New Zealand","1951.07.16",16.9667443292482,1951
"Southeast Australian Shelf","1951.07.16",13.3303994556953,1951
"Southwest Australian Shelf","1951.07.16",15.3684023911098,1951
"Warm Temperate Northeast Pacific","1951.07.16",21.3942209757291,1951
"Warm Temperate Southeastern Pacific","1951.07.16",17.1698580902892,1951
"West Central Australian Shelf","1951.07.16",20.0713634490967,1951
"Agulhas","1951.08.16",17.8133800715616,1951
"Arctic","1951.08.16",1.64914293564064,1951
"Benguela","1951.08.16",16.2764159168106,1951
"Cold Temperate Northeast Pacific","1951.08.16",12.928097990581,1951
"Cold Temperate Northwest Atlantic","1951.08.16",19.9766379293505,1951
"Cold Temperate Northwest Pacific","1951.08.16",16.0189344025638,1951
"East Central Australian Shelf","1951.08.16",19.646503660414,1951
"Lusitanian","1951.08.16",22.1600429867738,1951
"Northern European Seas","1951.08.16",13.4216414280657,1951
"Northern New Zealand","1951.08.16",16.6256190964154,1951
"Southeast Australian Shelf","1951.08.16",12.9717308077319,1951
"Southwest Australian Shelf","1951.08.16",14.9529006166278,1951
"Warm Temperate Northeast Pacific","1951.08.16",23.1951436629662,1951
"Warm Temperate Southeastern Pacific","1951.08.16",16.1046812007954,1951
"West Central Australian Shelf","1951.08.16",19.2143307277134,1951
"Agulhas","1951.09.16",18.1288131818379,1951
"Arctic","1951.09.16",1.72138558893836,1951
"Benguela","1951.09.16",16.4587418314922,1951
"Cold Temperate Northeast Pacific","1951.09.16",12.4440423647563,1951
"Cold Temperate Northwest Atlantic","1951.09.16",18.2071168763297,1951
"Cold Temperate Northwest Pacific","1951.09.16",14.0711363627486,1951
"East Central Australian Shelf","1951.09.16",20.0138084411621,1951
"Lusitanian","1951.09.16",22.1277010296815,1951
"Northern European Seas","1951.09.16",12.4696317951634,1951
"Northern New Zealand","1951.09.16",16.4735586217472,1951
"Southeast Australian Shelf","1951.09.16",12.8047666960749,1951
"Southwest Australian Shelf","1951.09.16",14.8553100891833,1951
"Warm Temperate Northeast Pacific","1951.09.16",23.0157014590043,1951
"Warm Temperate Southeastern Pacific","1951.09.16",16.008974843211,1951
"West Central Australian Shelf","1951.09.16",19.3461780548096,1951
"Agulhas","1951.10.16",18.8652930325025,1951
"Arctic","1951.10.16",0.645348888047578,1951
"Benguela","1951.10.16",16.6260153758957,1951
"Cold Temperate Northeast Pacific","1951.10.16",10.696999672481,1951
"Cold Temperate Northwest Atlantic","1951.10.16",14.5990036477099,1951
"Cold Temperate Northwest Pacific","1951.10.16",10.9469853802903,1951
"East Central Australian Shelf","1951.10.16",21.093739022149,1951
"Lusitanian","1951.10.16",20.9403230647913,1951
"Northern European Seas","1951.10.16",10.9950320216845,1951
"Northern New Zealand","1951.10.16",17.1059906482697,1951
"Southeast Australian Shelf","1951.10.16",13.2720900815109,1951
"Southwest Australian Shelf","1951.10.16",15.343107565394,1951
"Warm Temperate Northeast Pacific","1951.10.16",23.4097639230581,1951
"Warm Temperate Southeastern Pacific","1951.10.16",16.5652888161795,1951
"West Central Australian Shelf","1951.10.16",19.5821719578334,1951
"Agulhas","1951.11.16",19.6166681002264,1951
"Arctic","1951.11.16",-0.337692608587099,1951
"Benguela","1951.11.16",17.4013758395092,1951
"Cold Temperate Northeast Pacific","1951.11.16",8.36129233837128,1951
"Cold Temperate Northwest Atlantic","1951.11.16",11.4925126715021,1951
"Cold Temperate Northwest Pacific","1951.11.16",7.47585210367425,1951
"East Central Australian Shelf","1951.11.16",22.0350713094076,1951
"Lusitanian","1951.11.16",18.9364854665411,1951
"Northern European Seas","1951.11.16",9.21688031160607,1951
"Northern New Zealand","1951.11.16",18.2462156159537,1951
"Southeast Australian Shelf","1951.11.16",14.0315490426688,1951
"Southwest Australian Shelf","1951.11.16",16.0907088225743,1951
"Warm Temperate Northeast Pacific","1951.11.16",22.0247775958135,1951
"Warm Temperate Southeastern Pacific","1951.11.16",17.5791031168653,1951
"West Central Australian Shelf","1951.11.16",20.115145274571,1951
"Agulhas","1951.12.16",20.8923688392117,1951
"Arctic","1951.12.16",-0.762177500823446,1951
"Benguela","1951.12.16",18.6143449990146,1951
"Cold Temperate Northeast Pacific","1951.12.16",6.93453437657583,1951
"Cold Temperate Northwest Atlantic","1951.12.16",8.39057655910869,1951
"Cold Temperate Northwest Pacific","1951.12.16",5.13742231044357,1951
"East Central Australian Shelf","1951.12.16",23.3108775244819,1951
"Lusitanian","1951.12.16",17.7122858898752,1951
"Northern European Seas","1951.12.16",7.89631513244701,1951
"Northern New Zealand","1951.12.16",19.7252377441951,1951
"Southeast Australian Shelf","1951.12.16",15.0890739210721,1951
"Southwest Australian Shelf","1951.12.16",17.3329747847791,1951
"Warm Temperate Northeast Pacific","1951.12.16",19.9955043609326,1951
"Warm Temperate Southeastern Pacific","1951.12.16",18.6286432959817,1951
"West Central Australian Shelf","1951.12.16",20.8595909663609,1951
"Agulhas","1952.01.16",22.2246317406223,1952
"Arctic","1952.01.16",-1.04054903815977,1952
"Benguela","1952.01.16",20.3317242128303,1952
"Cold Temperate Northeast Pacific","1952.01.16",5.7487643849282,1952
"Cold Temperate Northwest Atlantic","1952.01.16",6.02743934770371,1952
"Cold Temperate Northwest Pacific","1952.01.16",3.32525712190426,1952
"East Central Australian Shelf","1952.01.16",24.5072828504774,1952
"Lusitanian","1952.01.16",16.5130321259467,1952
"Northern European Seas","1952.01.16",6.92583005135914,1952
"Northern New Zealand","1952.01.16",21.1462459223611,1952
"Southeast Australian Shelf","1952.01.16",16.2770892504988,1952
"Southwest Australian Shelf","1952.01.16",18.8439715403431,1952
"Warm Temperate Northeast Pacific","1952.01.16",18.7557000196897,1952
"Warm Temperate Southeastern Pacific","1952.01.16",20.7028696629908,1952
"West Central Australian Shelf","1952.01.16",22.3792681012835,1952
"Agulhas","1952.02.15",22.900271637799,1952
"Arctic","1952.02.15",-1.15345319171687,1952
"Benguela","1952.02.15",21.435984554061,1952
"Cold Temperate Northeast Pacific","1952.02.15",5.33031612861724,1952
"Cold Temperate Northwest Atlantic","1952.02.15",5.21492086359105,1952
"Cold Temperate Northwest Pacific","1952.02.15",2.44965598236389,1952
"East Central Australian Shelf","1952.02.15",24.7560997009277,1952
"Lusitanian","1952.02.15",16.0188043165527,1952
"Northern European Seas","1952.02.15",6.26997767701631,1952
"Northern New Zealand","1952.02.15",22.1950170653207,1952
"Southeast Australian Shelf","1952.02.15",16.8927018806852,1952
"Southwest Australian Shelf","1952.02.15",19.3327605409442,1952
"Warm Temperate Northeast Pacific","1952.02.15",18.1439391557987,1952
"Warm Temperate Southeastern Pacific","1952.02.15",21.8781885048012,1952
"West Central Australian Shelf","1952.02.15",23.1161587306431,1952
"Agulhas","1952.03.16",22.5779063081088,1952
"Arctic","1952.03.16",-1.17439936047516,1952
"Benguela","1952.03.16",20.8072293293045,1952
"Cold Temperate Northeast Pacific","1952.03.16",5.04927921437082,1952
"Cold Temperate Northwest Atlantic","1952.03.16",4.81461177717198,1952
"Cold Temperate Northwest Pacific","1952.03.16",2.44191951364802,1952
"East Central Australian Shelf","1952.03.16",24.5703667958577,1952
"Lusitanian","1952.03.16",16.1992713941024,1952
"Northern European Seas","1952.03.16",6.14555771519553,1952
"Northern New Zealand","1952.03.16",21.7239767823901,1952
"Southeast Australian Shelf","1952.03.16",16.7621623812051,1952
"Southwest Australian Shelf","1952.03.16",19.297734890344,1952
"Warm Temperate Northeast Pacific","1952.03.16",17.5051761682217,1952
"Warm Temperate Southeastern Pacific","1952.03.16",21.4160328406792,1952
"West Central Australian Shelf","1952.03.16",23.5422600337437,1952
"Agulhas","1952.04.16",21.4132375847803,1952
"Arctic","1952.04.16",-1.1179372824076,1952
"Benguela","1952.04.16",19.9772394479039,1952
"Cold Temperate Northeast Pacific","1952.04.16",5.3330619482767,1952
"Cold Temperate Northwest Atlantic","1952.04.16",6.02580418920779,1952
"Cold Temperate Northwest Pacific","1952.04.16",3.42581441615459,1952
"East Central Australian Shelf","1952.04.16",23.5384236653646,1952
"Lusitanian","1952.04.16",16.5092328250808,1952
"Northern European Seas","1952.04.16",6.8279539774049,1952
"Northern New Zealand","1952.04.16",20.7296399559293,1952
"Southeast Australian Shelf","1952.04.16",15.8033575765018,1952
"Southwest Australian Shelf","1952.04.16",18.5062023018891,1952
"Warm Temperate Northeast Pacific","1952.04.16",17.641977750338,1952
"Warm Temperate Southeastern Pacific","1952.04.16",19.6833111837313,1952
"West Central Australian Shelf","1952.04.16",22.9837927137102,1952
"Agulhas","1952.05.16",20.2386966078249,1952
"Arctic","1952.05.16",-0.948061300156692,1952
"Benguela","1952.05.16",18.3432992222797,1952
"Cold Temperate Northeast Pacific","1952.05.16",6.74484282221113,1952
"Cold Temperate Northwest Atlantic","1952.05.16",8.78839506290771,1952
"Cold Temperate Northwest Pacific","1952.05.16",5.28842943427089,1952
"East Central Australian Shelf","1952.05.16",22.4154986487495,1952
"Lusitanian","1952.05.16",17.5920915923663,1952
"Northern European Seas","1952.05.16",8.38847045673514,1952
"Northern New Zealand","1952.05.16",19.2464986273221,1952
"Southeast Australian Shelf","1952.05.16",14.830365024764,1952
"Southwest Australian Shelf","1952.05.16",17.5781744831013,1952
"Warm Temperate Northeast Pacific","1952.05.16",18.7204458621832,1952
"Warm Temperate Southeastern Pacific","1952.05.16",18.5175362747985,1952
"West Central Australian Shelf","1952.05.16",22.4529014587402,1952
"Agulhas","1952.06.16",19.310295340133,1952
"Arctic","1952.06.16",-0.45578784139141,1952
"Benguela","1952.06.16",17.500975689256,1952
"Cold Temperate Northeast Pacific","1952.06.16",8.44918818360283,1952
"Cold Temperate Northwest Atlantic","1952.06.16",13.2352354631319,1952
"Cold Temperate Northwest Pacific","1952.06.16",8.79795268300462,1952
"East Central Australian Shelf","1952.06.16",21.2045493231879,1952
"Lusitanian","1952.06.16",19.9805847782417,1952
"Northern European Seas","1952.06.16",10.4702596592453,1952
"Northern New Zealand","1952.06.16",18.2917657920292,1952
"Southeast Australian Shelf","1952.06.16",13.9807010354667,1952
"Southwest Australian Shelf","1952.06.16",16.608664053791,1952
"Warm Temperate Northeast Pacific","1952.06.16",19.1823304433089,1952
"Warm Temperate Southeastern Pacific","1952.06.16",17.4321450691719,1952
"West Central Australian Shelf","1952.06.16",21.1687023707799,1952
"Agulhas","1952.07.16",18.5759558873634,1952
"Arctic","1952.07.16",0.773425431504568,1952
"Benguela","1952.07.16",16.0956486047032,1952
"Cold Temperate Northeast Pacific","1952.07.16",10.2342175449644,1952
"Cold Temperate Northwest Atlantic","1952.07.16",17.8000889191261,1952
"Cold Temperate Northwest Pacific","1952.07.16",12.6901053484172,1952
"East Central Australian Shelf","1952.07.16",19.9140864478217,1952
"Lusitanian","1952.07.16",21.6194168001213,1952
"Northern European Seas","1952.07.16",12.736957830753,1952
"Northern New Zealand","1952.07.16",17.3150752357074,1952
"Southeast Australian Shelf","1952.07.16",13.404686220761,1952
"Southwest Australian Shelf","1952.07.16",15.8284182188646,1952
"Warm Temperate Northeast Pacific","1952.07.16",21.4038895643674,1952
