"REALM","DateName","tempC","Year"
"Temperate Australasia","1950.11.16",16.1295222062331,1950
"Temperate Northern Atlantic","1950.11.16",14.8061993067181,1950
"Temperate Northern Pacific","1950.11.16",10.5541531928214,1950
"Temperate South America","1950.11.16",12.8636489501417,1950
"Temperate Southern Africa","1950.11.16",17.5569784096655,1950
"Arctic","1950.12.16",-0.774238908296759,1950
"Temperate Australasia","1950.12.16",17.4990640640259,1950
"Temperate Northern Atlantic","1950.12.16",12.914474180155,1950
"Temperate Northern Pacific","1950.12.16",8.4608940149415,1950
"Temperate South America","1950.12.16",14.1717555725193,1950
"Temperate Southern Africa","1950.12.16",18.9404005931719,1950
"Arctic","1951.01.16",-1.02732281401996,1951
"Temperate Australasia","1951.01.16",18.7983920676077,1951
"Temperate Northern Atlantic","1951.01.16",11.4512810032098,1951
"Temperate Northern Pacific","1951.01.16",6.80067363638944,1951
"Temperate South America","1951.01.16",15.9440223073097,1951
"Temperate Southern Africa","1951.01.16",19.8642019039483,1951
"Arctic","1951.02.15",-1.12407826755612,1951
"Temperate Australasia","1951.02.15",18.9529977945181,1951
"Temperate Northern Atlantic","1951.02.15",10.9841300534705,1951
"Temperate Northern Pacific","1951.02.15",6.40589101327586,1951
"Temperate South America","1951.02.15",16.4391376153153,1951
"Temperate Southern Africa","1951.02.15",20.4260432248188,1951
"Arctic","1951.03.16",-1.16245840248949,1951
"Temperate Australasia","1951.03.16",19.020421241695,1951
"Temperate Northern Atlantic","1951.03.16",10.8916789100059,1951
"Temperate Northern Pacific","1951.03.16",6.16645298175022,1951
"Temperate South America","1951.03.16",15.9003946061592,1951
"Temperate Southern Africa","1951.03.16",20.3102503742663,1951
"Arctic","1951.04.16",-1.13699337829422,1951
"Temperate Australasia","1951.04.16",17.9541894016103,1951
"Temperate Northern Atlantic","1951.04.16",11.606691063783,1951
"Temperate Northern Pacific","1951.04.16",6.92226082843177,1951
"Temperate South America","1951.04.16",14.8474699645115,1951
"Temperate Southern Africa","1951.04.16",19.3858358799504,1951
"Arctic","1951.05.16",-0.995304582110699,1951
"Temperate Australasia","1951.05.16",16.5655334586771,1951
"Temperate Northern Atlantic","1951.05.16",13.4878767473588,1951
"Temperate Northern Pacific","1951.05.16",8.66311260642398,1951
"Temperate South America","1951.05.16",13.9262427696764,1951
"Temperate Southern Africa","1951.05.16",18.4689691175664,1951
"Arctic","1951.06.16",-0.487842100747397,1951
"Temperate Australasia","1951.06.16",15.6626562069624,1951
"Temperate Northern Atlantic","1951.06.16",16.4515553687,1951
"Temperate Northern Pacific","1951.06.16",11.2071068286896,1951
"Temperate South America","1951.06.16",13.1534715806327,1951
"Temperate Southern Africa","1951.06.16",17.76584781608,1951
"Arctic","1951.07.16",0.830672378542336,1951
"Temperate Australasia","1951.07.16",14.7693255807599,1951
"Temperate Northern Atlantic","1951.07.16",19.1759561607185,1951
"Temperate Northern Pacific","1951.07.16",14.3457718431517,1951
"Temperate South America","1951.07.16",11.9817689566022,1951
"Temperate Southern Africa","1951.07.16",16.6231308225448,1951
"Arctic","1951.08.16",1.64914293564064,1951
"Temperate Australasia","1951.08.16",14.4986202859471,1951
"Temperate Northern Atlantic","1951.08.16",20.0436699413026,1951
"Temperate Northern Pacific","1951.08.16",16.8782064455541,1951
"Temperate South America","1951.08.16",11.5036843652022,1951
"Temperate Southern Africa","1951.08.16",16.3458269574315,1951
"Arctic","1951.09.16",1.72138558893836,1951
"Temperate Australasia","1951.09.16",14.3993266390939,1951
"Temperate Northern Atlantic","1951.09.16",19.2411492772219,1951
"Temperate Northern Pacific","1951.09.16",15.6315799712366,1951
"Temperate South America","1951.09.16",11.5218075086079,1951
"Temperate Southern Africa","1951.09.16",16.5267065067582,1951
"Arctic","1951.10.16",0.645348888047578,1951
"Temperate Australasia","1951.10.16",14.8961311959813,1951
"Temperate Northern Atlantic","1951.10.16",17.0226487396209,1951
"Temperate Northern Pacific","1951.10.16",13.3742660311899,1951
"Temperate South America","1951.10.16",12.0933010074127,1951
"Temperate Southern Africa","1951.10.16",16.7446198874924,1951
"Arctic","1951.11.16",-0.337692608587099,1951
"Temperate Australasia","1951.11.16",15.7093846035819,1951
"Temperate Northern Atlantic","1951.11.16",14.7116769164558,1951
"Temperate Northern Pacific","1951.11.16",10.5356575716512,1951
"Temperate South America","1951.11.16",13.1682423732874,1951
"Temperate Southern Africa","1951.11.16",17.3577467874827,1951
"Arctic","1951.12.16",-0.762177500823446,1951
"Temperate Australasia","1951.12.16",16.9084121948633,1951
"Temperate Northern Atlantic","1951.12.16",12.8759066675737,1951
"Temperate Northern Pacific","1951.12.16",8.50420473386308,1951
"Temperate South America","1951.12.16",14.6500797397736,1951
"Temperate Southern Africa","1951.12.16",18.6274006015758,1951
"Arctic","1952.01.16",-1.04054903815977,1952
"Temperate Australasia","1952.01.16",18.2196261088053,1952
"Temperate Northern Atlantic","1952.01.16",11.5481981630702,1952
"Temperate Northern Pacific","1952.01.16",6.89925227897192,1952
"Temperate South America","1952.01.16",16.4405219531689,1952
"Temperate Southern Africa","1952.01.16",20.107913370665,1952
"Arctic","1952.02.15",-1.15345319171687,1952
"Temperate Australasia","1952.02.15",19.0349654205844,1952
"Temperate Northern Atlantic","1952.02.15",10.9018673888376,1952
"Temperate Northern Pacific","1952.02.15",6.23416705666838,1952
"Temperate South America","1952.02.15",17.2243848351013,1952
"Temperate Southern Africa","1952.02.15",21.0784231757149,1952
"Arctic","1952.03.16",-1.17439936047516,1952
"Temperate Australasia","1952.03.16",18.8408226926103,1952
"Temperate Northern Atlantic","1952.03.16",10.8517527202281,1952
"Temperate Northern Pacific","1952.03.16",6.14098406134336,1952
"Temperate South America","1952.03.16",16.8409278091038,1952
"Temperate Southern Africa","1952.03.16",20.647391280547,1952
"Arctic","1952.04.16",-1.1179372824076,1952
"Temperate Australasia","1952.04.16",17.8775502490182,1952
"Temperate Northern Atlantic","1952.04.16",11.8070818692607,1952
"Temperate Northern Pacific","1952.04.16",6.90695845153867,1952
"Temperate South America","1952.04.16",15.4865792543732,1952
"Temperate Southern Africa","1952.04.16",19.6709714105287,1952
"Arctic","1952.05.16",-0.948061300156692,1952
"Temperate Australasia","1952.05.16",16.7543231882601,1952
"Temperate Northern Atlantic","1952.05.16",13.804782494943,1952
"Temperate Northern Pacific","1952.05.16",8.59552168524332,1952
"Temperate South America","1952.05.16",14.2363371550622,1952
"Temperate Southern Africa","1952.05.16",18.3471223037255,1952
"Arctic","1952.06.16",-0.45578784139141,1952
"Temperate Australasia","1952.06.16",15.7101015694121,1952
"Temperate Northern Atlantic","1952.06.16",16.7150788820856,1952
"Temperate Northern Pacific","1952.06.16",11.2135639279048,1952
"Temperate South America","1952.06.16",12.9005816712333,1952
"Temperate Southern Africa","1952.06.16",17.3058890812288,1952
"Arctic","1952.07.16",0.773425431504568,1952
"Temperate Australasia","1952.07.16",14.9065858539353,1952
"Temperate Northern Atlantic","1952.07.16",19.297345145285,1952
"Temperate Northern Pacific","1952.07.16",14.1060785617106,1952
"Temperate South America","1952.07.16",11.6896599423405,1952
"Temperate Southern Africa","1952.07.16",16.2314564177228,1952
"Arctic","1952.08.16",1.59836276909926,1952
"Temperate Australasia","1952.08.16",14.5357678242219,1952
"Temperate Northern Atlantic","1952.08.16",20.3345633573971,1952
"Temperate Northern Pacific","1952.08.16",16.5021811695852,1952
"Temperate South America","1952.08.16",11.3196150659686,1952
"Temperate Southern Africa","1952.08.16",16.3543469772726,1952
"Arctic","1952.09.16",1.71425636206669,1952
"Temperate Australasia","1952.09.16",14.1776475678142,1952
"Temperate Northern Atlantic","1952.09.16",18.8708768120303,1952
"Temperate Northern Pacific","1952.09.16",15.6409275210932,1952
"Temperate South America","1952.09.16",11.2327942050714,1952
"Temperate Southern Africa","1952.09.16",16.2216051944016,1952
"Arctic","1952.10.16",0.633807488279905,1952
"Temperate Australasia","1952.10.16",14.8393907481789,1952
"Temperate Northern Atlantic","1952.10.16",16.8141995632875,1952
"Temperate Northern Pacific","1952.10.16",13.4919590262229,1952
"Temperate South America","1952.10.16",12.1259468138964,1952
"Temperate Southern Africa","1952.10.16",16.6484902522286,1952
"Arctic","1952.11.16",-0.307349589648188,1952
"Temperate Australasia","1952.11.16",15.856538872026,1952
"Temperate Northern Atlantic","1952.11.16",14.3976743134057,1952
"Temperate Northern Pacific","1952.11.16",10.5109419507619,1952
"Temperate South America","1952.11.16",13.3281020720247,1952
"Temperate Southern Africa","1952.11.16",17.7962273486375,1952
"Arctic","1952.12.16",-0.777285453287084,1952
"Temperate Australasia","1952.12.16",16.9780843506511,1952
"Temperate Northern Atlantic","1952.12.16",12.5724611239139,1952
"Temperate Northern Pacific","1952.12.16",8.18895440050352,1952
"Temperate South America","1952.12.16",14.7357144773587,1952
"Temperate Southern Africa","1952.12.16",18.9038268829965,1952
"Arctic","1953.01.16",-1.0470471920377,1953
"Temperate Australasia","1953.01.16",18.4385473870824,1953
"Temperate Northern Atlantic","1953.01.16",11.3211614400714,1953
"Temperate Northern Pacific","1953.01.16",6.8065062286715,1953
"Temperate South America","1953.01.16",16.430303412452,1953
"Temperate Southern Africa","1953.01.16",20.5466067561038,1953
"Arctic","1953.02.15",-1.11651540560183,1953
"Temperate Australasia","1953.02.15",19.1288673286764,1953
"Temperate Northern Atlantic","1953.02.15",10.7635496759883,1953
"Temperate Northern Pacific","1953.02.15",6.17502715407233,1953
"Temperate South America","1953.02.15",17.064130973418,1953
"Temperate Southern Africa","1953.02.15",20.9189450559277,1953
"Arctic","1953.03.16",-1.17951408414336,1953
"Temperate Australasia","1953.03.16",18.6353623349442,1953
"Temperate Northern Atlantic","1953.03.16",10.7709402659792,1953
"Temperate Northern Pacific","1953.03.16",6.19844690638047,1953
"Temperate South America","1953.03.16",16.6338106004187,1953
"Temperate Southern Africa","1953.03.16",20.9749826392547,1953
"Arctic","1953.04.16",-1.15824790913942,1953
"Temperate Australasia","1953.04.16",17.673826582819,1953
"Temperate Northern Atlantic","1953.04.16",11.80198882605,1953
"Temperate Northern Pacific","1953.04.16",7.16081562537025,1953
"Temperate South America","1953.04.16",15.4147907775699,1953
"Temperate Southern Africa","1953.04.16",19.8160240396025,1953
"Arctic","1953.05.16",-0.886154203313872,1953
"Temperate Australasia","1953.05.16",16.7130748536852,1953
"Temperate Northern Atlantic","1953.05.16",13.9100477498398,1953
"Temperate Northern Pacific","1953.05.16",8.51172569526105,1953
"Temperate South America","1953.05.16",14.4168624208103,1953
"Temperate Southern Africa","1953.05.16",18.6168440755854,1953
"Arctic","1953.06.16",-0.212877262324724,1953
"Temperate Australasia","1953.06.16",15.6033128444965,1953
"Temperate Northern Atlantic","1953.06.16",16.6853330511711,1953
"Temperate Northern Pacific","1953.06.16",10.9638694437351,1953
"Temperate South America","1953.06.16",12.8205250516555,1953
"Temperate Southern Africa","1953.06.16",17.5090903461282,1953
"Arctic","1953.07.16",1.12320492170381,1953
"Temperate Australasia","1953.07.16",14.7451240523249,1953
"Temperate Northern Atlantic","1953.07.16",19.4126228139329,1953
"Temperate Northern Pacific","1953.07.16",14.3111581644831,1953
"Temperate South America","1953.07.16",11.8502953082365,1953
"Temperate Southern Africa","1953.07.16",16.6694310135043,1953
"Arctic","1953.08.16",2.31098044488153,1953
"Temperate Australasia","1953.08.16",14.2877062096555,1953
"Temperate Northern Atlantic","1953.08.16",20.1994626861278,1953
"Temperate Northern Pacific","1953.08.16",16.3355813072537,1953
"Temperate South America","1953.08.16",11.5448141751269,1953
"Temperate Southern Africa","1953.08.16",15.9853737729455,1953
"Arctic","1953.09.16",2.04642857020209,1953
"Temperate Australasia","1953.09.16",14.3941728934264,1953
"Temperate Northern Atlantic","1953.09.16",19.1768252652512,1953
"Temperate Northern Pacific","1953.09.16",15.8068509682064,1953
"Temperate South America","1953.09.16",11.5847918831423,1953
"Temperate Southern Africa","1953.09.16",16.1014897060878,1953
"Arctic","1953.10.16",0.705324456083797,1953
"Temperate Australasia","1953.10.16",14.9848195948152,1953
"Temperate Northern Atlantic","1953.10.16",17.1411681356146,1953
"Temperate Northern Pacific","1953.10.16",13.4827495699059,1953
"Temperate South America","1953.10.16",12.1839337315778,1953
"Temperate Southern Africa","1953.10.16",16.7416270444841,1953
"Arctic","1953.11.16",-0.151385580794121,1953
"Temperate Australasia","1953.11.16",16.0371378352499,1953
"Temperate Northern Atlantic","1953.11.16",14.9431697642254,1953
"Temperate Northern Pacific","1953.11.16",10.3706552641321,1953
"Temperate South America","1953.11.16",13.2734864245535,1953
"Temperate Southern Africa","1953.11.16",17.6484614919285,1953
"Arctic","1953.12.16",-0.612077239298225,1953
"Temperate Australasia","1953.12.16",17.3257081512712,1953
"Temperate Northern Atlantic","1953.12.16",13.2187858815116,1953
"Temperate Northern Pacific","1953.12.16",8.35336619451204,1953
"Temperate South America","1953.12.16",14.8148530875857,1953
"Temperate Southern Africa","1953.12.16",18.8662595458442,1953
"Arctic","1954.01.16",-0.858639961966345,1954
"Temperate Australasia","1954.01.16",18.5108795214922,1954
"Temperate Northern Atlantic","1954.01.16",11.6056174825382,1954
"Temperate Northern Pacific","1954.01.16",7.16878386797034,1954
"Temperate South America","1954.01.16",16.1893547990558,1954
"Temperate Southern Africa","1954.01.16",20.0456653972568,1954
"Arctic","1954.02.15",-1.07791646528171,1954
"Temperate Australasia","1954.02.15",19.0951141292213,1954
"Temperate Northern Atlantic","1954.02.15",10.7236617716903,1954
"Temperate Northern Pacific","1954.02.15",6.38951619978134,1954
"Temperate South America","1954.02.15",16.8087597377443,1954
"Temperate Southern Africa","1954.02.15",20.6530663107857,1954
"Arctic","1954.03.16",-1.07477906181757,1954
"Temperate Australasia","1954.03.16",18.8230906315339,1954
"Temperate Northern Atlantic","1954.03.16",10.7312460533649,1954
"Temperate Northern Pacific","1954.03.16",6.20505274733272,1954
"Temperate South America","1954.03.16",16.3015284153616,1954
"Temperate Southern Africa","1954.03.16",20.341000852246,1954
"Arctic","1954.04.16",-1.07215685905927,1954
"Temperate Australasia","1954.04.16",17.863367698539,1954
"Temperate Northern Atlantic","1954.04.16",11.5615191246562,1954
"Temperate Northern Pacific","1954.04.16",7.37978067136863,1954
"Temperate South America","1954.04.16",15.3341826570216,1954
"Temperate Southern Africa","1954.04.16",19.6707446345218,1954
"Arctic","1954.05.16",-0.844456865495929,1954
"Temperate Australasia","1954.05.16",16.7511357511211,1954
"Temperate Northern Atlantic","1954.05.16",13.4111716023629,1954
"Temperate Northern Pacific","1954.05.16",8.68047688626011,1954
"Temperate South America","1954.05.16",13.8750995505337,1954
"Temperate Southern Africa","1954.05.16",18.6464100707001,1954
"Arctic","1954.06.16",-0.21435936971867,1954
"Temperate Australasia","1954.06.16",15.5164383032383,1954
"Temperate Northern Atlantic","1954.06.16",16.6264566086172,1954
"Temperate Northern Pacific","1954.06.16",11.0425728353928,1954
"Temperate South America","1954.06.16",12.6511200595134,1954
"Temperate Southern Africa","1954.06.16",17.3028518705804,1954
"Arctic","1954.07.16",1.10038134362188,1954
"Temperate Australasia","1954.07.16",14.6320736779107,1954
"Temperate Northern Atlantic","1954.07.16",18.7989008678653,1954
"Temperate Northern Pacific","1954.07.16",13.7495679267465,1954
"Temperate South America","1954.07.16",11.2740494050966,1954
"Temperate Southern Africa","1954.07.16",16.2388989889077,1954
"Arctic","1954.08.16",2.22862535046053,1954
"Temperate Australasia","1954.08.16",14.188216343089,1954
"Temperate Northern Atlantic","1954.08.16",19.5545320362256,1954
"Temperate Northern Pacific","1954.08.16",16.1208480459178,1954
"Temperate South America","1954.08.16",10.9752882888155,1954
"Temperate Southern Africa","1954.08.16",15.7324119993878,1954
"Arctic","1954.09.16",2.23476555708967,1954
"Temperate Australasia","1954.09.16",14.3428190573668,1954
"Temperate Northern Atlantic","1954.09.16",18.6559595896946,1954
"Temperate Northern Pacific","1954.09.16",15.6805190321517,1954
"Temperate South America","1954.09.16",10.9900700157309,1954
"Temperate Southern Africa","1954.09.16",16.0062809716626,1954
"Arctic","1954.10.16",0.850954218281881,1954
"Temperate Australasia","1954.10.16",14.6470955579709,1954
"Temperate Northern Atlantic","1954.10.16",16.7418266382967,1954
"Temperate Northern Pacific","1954.10.16",12.8589430320273,1954
"Temperate South America","1954.10.16",11.5777125348634,1954
"Temperate Southern Africa","1954.10.16",16.4651912505252,1954
"Arctic","1954.11.16",-0.202973160453218,1954
"Temperate Australasia","1954.11.16",16.1955721455762,1954
"Temperate Northern Atlantic","1954.11.16",14.6829670015066,1954
"Temperate Northern Pacific","1954.11.16",10.3661391759092,1954
"Temperate South America","1954.11.16",13.152396469355,1954
"Temperate Southern Africa","1954.11.16",17.5991355828222,1954
"Arctic","1954.12.16",-0.632372194735472,1954
"Temperate Australasia","1954.12.16",17.4439486593263,1954
"Temperate Northern Atlantic","1954.12.16",12.8509879063785,1954
"Temperate Northern Pacific","1954.12.16",8.35053289721297,1954
"Temperate South America","1954.12.16",14.5200822399787,1954
"Temperate Southern Africa","1954.12.16",19.144197899678,1954
"Arctic","1955.01.16",-0.931928576579696,1955
"Temperate Australasia","1955.01.16",18.5285732790955,1955
"Temperate Northern Atlantic","1955.01.16",11.6206984073933,1955
"Temperate Northern Pacific","1955.01.16",6.60188847546084,1955
"Temperate South America","1955.01.16",15.9220064458993,1955
"Temperate Southern Africa","1955.01.16",20.1217667923361,1955
"Arctic","1955.02.15",-1.08693247113646,1955
"Temperate Australasia","1955.02.15",19.4592155961909,1955
"Temperate Northern Atlantic","1955.02.15",10.912400325157,1955
"Temperate Northern Pacific","1955.02.15",6.26641676155058,1955
"Temperate South America","1955.02.15",16.434940359357,1955
"Temperate Southern Africa","1955.02.15",20.4316172236719,1955
"Arctic","1955.03.16",-1.17822748290037,1955
"Temperate Australasia","1955.03.16",19.140361197382,1955
"Temperate Northern Atlantic","1955.03.16",10.7210234143294,1955
"Temperate Northern Pacific","1955.03.16",6.19023722702143,1955
"Temperate South America","1955.03.16",16.3388773841221,1955
"Temperate Southern Africa","1955.03.16",20.3509066722115,1955
"Arctic","1955.04.16",-1.14965900512503,1955
"Temperate Australasia","1955.04.16",18.3308197021484,1955
"Temperate Northern Atlantic","1955.04.16",11.5744706504564,1955
"Temperate Northern Pacific","1955.04.16",7.069932760585,1955
"Temperate South America","1955.04.16",15.069990116963,1955
"Temperate Southern Africa","1955.04.16",19.3148783233565,1955
"Arctic","1955.05.16",-0.983136110307284,1955
"Temperate Australasia","1955.05.16",16.9943831761678,1955
"Temperate Northern Atlantic","1955.05.16",13.6790883978854,1955
"Temperate Northern Pacific","1955.05.16",8.51931274779099,1955
"Temperate South America","1955.05.16",13.5694860264721,1955
"Temperate Southern Africa","1955.05.16",18.1922158081519,1955
"Arctic","1955.06.16",-0.306313139363041,1955
"Temperate Australasia","1955.06.16",15.7934070570856,1955
"Temperate Northern Atlantic","1955.06.16",16.3893250637261,1955
"Temperate Northern Pacific","1955.06.16",11.0383516098587,1955
"Temperate South America","1955.06.16",12.1918740219466,1955
"Temperate Southern Africa","1955.06.16",16.9811554535996,1955
"Arctic","1955.07.16",1.01282414447042,1955
"Temperate Australasia","1955.07.16",14.9564725288978,1955
"Temperate Northern Atlantic","1955.07.16",19.2509887044023,1955
"Temperate Northern Pacific","1955.07.16",14.2652011374905,1955
"Temperate South America","1955.07.16",11.51819001418,1955
"Temperate Southern Africa","1955.07.16",16.1284558397864,1955
"Arctic","1955.08.16",2.15076504939245,1955
"Temperate Australasia","1955.08.16",14.6335530631563,1955
"Temperate Northern Atlantic","1955.08.16",20.1928514839834,1955
"Temperate Northern Pacific","1955.08.16",16.3291075523586,1955
"Temperate South America","1955.08.16",10.9216482924487,1955
"Temperate Southern Africa","1955.08.16",15.8241886777926,1955
"Arctic","1955.09.16",1.94529612482348,1955
"Temperate Australasia","1955.09.16",14.6461420466757,1955
"Temperate Northern Atlantic","1955.09.16",19.2854051496278,1955
"Temperate Northern Pacific","1955.09.16",15.6942958897107,1955
"Temperate South America","1955.09.16",11.0541987700986,1955
"Temperate Southern Africa","1955.09.16",16.0442266028545,1955
"Arctic","1955.10.16",0.673183580596078,1955
"Temperate Australasia","1955.10.16",15.0057045064421,1955
"Temperate Northern Atlantic","1955.10.16",17.0716914061285,1955
"Temperate Northern Pacific","1955.10.16",12.7676301576936,1955
"Temperate South America","1955.10.16",11.7475360079833,1955
"Temperate Southern Africa","1955.10.16",16.4167978993527,1955
"Arctic","1955.11.16",-0.239388506097777,1955
"Temperate Australasia","1955.11.16",16.0176512921977,1955
"Temperate Northern Atlantic","1955.11.16",14.7988252307826,1955
"Temperate Northern Pacific","1955.11.16",10.0724576117049,1955
"Temperate South America","1955.11.16",13.125107158706,1955
"Temperate Southern Africa","1955.11.16",17.39768090708,1955
"Arctic","1955.12.16",-0.743225388727086,1955
"Temperate Australasia","1955.12.16",17.3195731089665,1955
"Temperate Northern Atlantic","1955.12.16",12.7680864936311,1955
"Temperate Northern Pacific","1955.12.16",8.33735896606151,1955
"Temperate South America","1955.12.16",14.4934154850054,1955
"Temperate Southern Africa","1955.12.16",18.5122920438118,1955
"Arctic","1956.01.16",-0.956701622574159,1956
"Temperate Australasia","1956.01.16",18.9575704900627,1956
"Temperate Northern Atlantic","1956.01.16",11.5691818058753,1956
"Temperate Northern Pacific","1956.01.16",6.90031960854227,1956
"Temperate South America","1956.01.16",16.0712308591861,1956
"Temperate Southern Africa","1956.01.16",19.9108693030885,1956
"Arctic","1956.02.15",-1.11767028065383,1956
"Temperate Australasia","1956.02.15",19.3806483456212,1956
"Temperate Northern Atlantic","1956.02.15",10.5629247061285,1956
"Temperate Northern Pacific","1956.02.15",6.23705411647495,1956
"Temperate South America","1956.02.15",16.491560537394,1956
"Temperate Southern Africa","1956.02.15",20.1839193208569,1956
"Arctic","1956.03.16",-1.14617532454661,1956
"Temperate Australasia","1956.03.16",19.065370717823,1956
"Temperate Northern Atlantic","1956.03.16",10.5156606496047,1956
"Temperate Northern Pacific","1956.03.16",6.25586362061452,1956
"Temperate South America","1956.03.16",16.1044450091387,1956
"Temperate Southern Africa","1956.03.16",20.1453508289937,1956
"Arctic","1956.04.16",-1.09045197767105,1956
"Temperate Australasia","1956.04.16",18.3184068435278,1956
"Temperate Northern Atlantic","1956.04.16",11.2746596974308,1956
"Temperate Northern Pacific","1956.04.16",7.25665631334004,1956
"Temperate South America","1956.04.16",15.2039328589725,1956
"Temperate Southern Africa","1956.04.16",19.3351595680121,1956
"Arctic","1956.05.16",-0.909345041295737,1956
"Temperate Australasia","1956.05.16",17.0863336954361,1956
"Temperate Northern Atlantic","1956.05.16",13.2390393613961,1956
"Temperate Northern Pacific","1956.05.16",8.71335619413824,1956
"Temperate South America","1956.05.16",13.7932248108908,1956
"Temperate Southern Africa","1956.05.16",18.2796614690481,1956
"Arctic","1956.06.16",-0.243670795229264,1956
"Temperate Australasia","1956.06.16",15.8132210152781,1956
"Temperate Northern Atlantic","1956.06.16",15.7987367599637,1956
"Temperate Northern Pacific","1956.06.16",11.2412827363617,1956
"Temperate South America","1956.06.16",12.4135347639569,1956
"Temperate Southern Africa","1956.06.16",17.0462041361078,1956
"Arctic","1956.07.16",1.05198337422625,1956
"Temperate Australasia","1956.07.16",14.952226823008,1956
"Temperate Northern Atlantic","1956.07.16",18.5414759986769,1956
"Temperate Northern Pacific","1956.07.16",14.4410325356975,1956
"Temperate South America","1956.07.16",11.9094894137933,1956
"Temperate Southern Africa","1956.07.16",16.3191689670388,1956
"Arctic","1956.08.16",2.10902156294593,1956
"Temperate Australasia","1956.08.16",14.4963507236579,1956
"Temperate Northern Atlantic","1956.08.16",19.4797381876607,1956
"Temperate Northern Pacific","1956.08.16",16.4506415091245,1956
"Temperate South America","1956.08.16",10.8756960565755,1956
"Temperate Southern Africa","1956.08.16",16.2806577004757,1956
"Arctic","1956.09.16",1.83143538289836,1956
"Temperate Australasia","1956.09.16",14.4141249664828,1956
"Temperate Northern Atlantic","1956.09.16",18.6335241284151,1956
"Temperate Northern Pacific","1956.09.16",15.7685214902584,1956
"Temperate South America","1956.09.16",10.9216690162956,1956
"Temperate Southern Africa","1956.09.16",16.3129416093003,1956
"Arctic","1956.10.16",0.662772391508078,1956
"Temperate Australasia","1956.10.16",14.943584743728,1956
"Temperate Northern Atlantic","1956.10.16",16.6556067767182,1956
